area,district,property_type,price,listing_type,price_text
30.0,Quận Thanh Xuân,khac,7800000000,ban,"7,8 tỷ"
52.0,Quận Hai Bà Trưng,khac,11200000000,ban,"11,2 tỷ"
33.0,Quận Long Biên,khac,6000000000,ban,6 tỷ
200.0,Quận Hà Đông,khac,18000000,ban,18 triệu/tháng
45.0,Quận Hà Đông,khac,10000000,ban,10 triệu/tháng
36.0,Quận Hà Đông,khac,6200000000,ban,"6,2 tỷ"
50.0,Quận Hai Bà Trưng,khac,10800000000,ban,"10,8 tỷ"
65.0,Quận Bắc Từ Liêm,khac,19000000000,ban,19 tỷ
30.0,Huyện Thanh Oai,khac,2700000000,ban,"2,7 tỷ"
84.0,Quận Nam Từ Liêm,khac,32950000000,ban,"32,95 tỷ"
45.0,Quận Hai Bà Trưng,khac,10200000000,ban,"10,2 tỷ"
38.0,Quận Hoàng Mai,khac,6800000000,ban,"6,8 tỷ"
45.0,Quận Hai Bà Trưng,khac,12500000000,ban,"12,5 tỷ"
83.0,Huyện Hoài Đức,khac,13200000000,ban,"13,2 tỷ"
60.0,Quận Long Biên,khac,7000000,ban,7 triệu/tháng
30.0,Quận Hà Đông,khac,6650000000,ban,"6,65 tỷ"
31.0,Quận Long Biên,khac,7650000000,ban,"7,65 tỷ"
44.0,Huyện Đông Anh,khac,3500000000,ban,"3,5 tỷ"
24.0,Quận Hoàng Mai,khac,6800000000,ban,"6,8 tỷ"
72.0,Quận Thanh Xuân,nha_pho,29500000000,ban,"29,5 tỷ"
38.0,Quận Hai Bà Trưng,khac,7000000000,ban,7 tỷ
51.0,Quận Tây Hồ,khac,11800000000,ban,"11,8 tỷ"
50.0,Quận Đống Đa,khac,36500000000,ban,"36,5 tỷ"
72.0,Quận Bắc Từ Liêm,chung_cu,3650000000,ban,"3,65 tỷ"
33.0,Quận Hoàng Mai,khac,4550000000,ban,"4,55 tỷ"
17.0,Quận Đống Đa,khac,3000000000,ban,3 tỷ
72.0,Quận Tây Hồ,khac,12300000000,ban,"12,3 tỷ"
45.0,Quận Hai Bà Trưng,khac,10000000000,ban,10 tỷ
130.0,Quận Thanh Xuân,khac,114500000000,ban,"114,5 tỷ"
55.0,Quận Hai Bà Trưng,khac,11300000000,ban,"11,3 tỷ"
31.0,Quận Hoàng Mai,khac,12000000,ban,12 triệu/tháng
22.0,Quận Đống Đa,khac,5950000000,ban,"5,95 tỷ"
25.0,Quận Tây Hồ,khac,7900000000,ban,"7,9 tỷ"
28.0,Quận Hoàng Mai,khac,6450000000,ban,"6,45 tỷ"
35.0,Quận Hoàng Mai,khac,9000000000,ban,9 tỷ
35.0,Quận Hoàng Mai,khac,8990000000,ban,"8,99 tỷ"
40.0,Quận Thanh Xuân,khac,6800000000,ban,"6,8 tỷ"
45.0,Quận Ba Đình,nha_pho,9800000000,ban,"9,8 tỷ"
30.0,Quận Hoàn Kiếm,khac,15000000000,ban,15 tỷ
40.0999,Quận Đống Đa,khac,40000000000,ban,40 tỷ
84.0,Quận Thanh Xuân,khac,47000000000,ban,47 tỷ
17.0,Quận Hai Bà Trưng,khac,4500000000,ban,"4,5 tỷ"
42.0,Quận Đống Đa,khac,7950000000,ban,"7,95 tỷ"
28.0,Quận Đống Đa,khac,4890000000,ban,"4,89 tỷ"
16.0,Quận Tây Hồ,chung_cu,2650000000,ban,"2,65 tỷ"
38.0,Quận Hoàng Mai,khac,8600000000,ban,"8,6 tỷ"
43.0,Quận Ba Đình,khac,16450000000,ban,"16,45 tỷ"
24.0,Quận Hoàng Mai,khac,2100000000,ban,"2,1 tỷ"
70.0,Quận Đống Đa,khac,23000000,ban,23 triệu/tháng
120.0,Quận Hai Bà Trưng,khac,59790000000,ban,"59,79 tỷ"
43.0,Quận Thanh Xuân,khac,7800000000,ban,"7,8 tỷ"
26.0,Quận Đống Đa,nha_pho,6890000000,ban,"6,89 tỷ"
42.0,Quận Thanh Xuân,nha_pho,7900000000,ban,"7,9 tỷ"
83.0,Quận Long Biên,khac,17000000000,ban,17 tỷ
15.0,Quận Đống Đa,khac,3450000000,ban,"3,45 tỷ"
45.0,Quận Đống Đa,nha_pho,8000000000,ban,8 tỷ
50.0,Quận Hai Bà Trưng,khac,9300000000,ban,"9,3 tỷ"
43.0,Quận Hoàng Mai,khac,7300000000,ban,"7,3 tỷ"
55.0,Quận Long Biên,khac,8600000000,ban,"8,6 tỷ"
15.0,Quận Hoàng Mai,khac,2600000,ban,"2,6 triệu/tháng"
40.0,Quận Hoàng Mai,khac,2450000000,ban,"2,45 tỷ"
47.0,Quận Hai Bà Trưng,nha_pho,14600000000,ban,"14,6 tỷ"
52.0,Quận Bắc Từ Liêm,khac,11250000000,ban,"11,25 tỷ"
39.0,Quận Hoàng Mai,khac,6800000000,ban,"6,8 tỷ"
50.0,Quận Hai Bà Trưng,chung_cu,12900000000,ban,"12,9 tỷ"
99.0,Quận Đống Đa,khac,36000000000,ban,36 tỷ
22.0,Quận Đống Đa,khac,4000000000,ban,4 tỷ
48.0,Quận Hà Đông,khac,7350000000,ban,"7,35 tỷ"
70.0,Quận Thanh Xuân,khac,29000000000,ban,29 tỷ
58.0,Quận Hai Bà Trưng,nha_pho,14900000000,ban,"14,9 tỷ"
50.0,Quận Thanh Xuân,khac,10900000000,ban,"10,9 tỷ"
30.0,Quận Thanh Xuân,khac,6600000000,ban,"6,6 tỷ"
61.0,Quận Tây Hồ,khac,16800000000,ban,"16,8 tỷ"
21.0,Quận Hai Bà Trưng,khac,5800000000,ban,"5,8 tỷ"
45.0,Quận Hai Bà Trưng,khac,7500000000,ban,"7,5 tỷ"
32.0,Huyện Hoài Đức,khac,5800000000,ban,"5,8 tỷ"
50.0,Quận Ba Đình,khac,7000000,ban,7 triệu/tháng
50.0,Quận Hai Bà Trưng,khac,43000000000,ban,43 tỷ
45.0,Quận Thanh Xuân,khac,7000000000,ban,7 tỷ
18.0,Quận Đống Đa,khac,3800000000,ban,"3,8 tỷ"
52.0,Quận Ba Đình,khac,5555555555,ban,"5,555 tỷ"
25.0,Quận Tây Hồ,khac,11000000000,ban,11 tỷ
15.0,Quận Hai Bà Trưng,khac,3400000000,ban,"3,4 tỷ"
72.0,Quận Tây Hồ,khac,4500000000,ban,"4,5 tỷ"
80.0,Quận Hai Bà Trưng,khac,27000000000,ban,27 tỷ
45.0,Quận Đống Đa,khac,26000000,ban,26 triệu/tháng
60.0,Huyện Đan Phượng,khac,4970000000,ban,"4,97 tỷ"
202.0,Quận Hoàn Kiếm,nha_pho,260000000000,ban,260 tỷ
45.0,Quận Ba Đình,khac,3000000,ban,3 triệu/tháng
90.0,Quận Hoàng Mai,khac,8500000000,ban,"8,5 tỷ"
36.0,Quận Hai Bà Trưng,khac,6400000000,ban,"6,4 tỷ"
35.0,Quận Hoàng Mai,nha_pho,6900000000,ban,"6,9 tỷ"
45.0,Quận Hà Đông,khac,15500000000,ban,"15,5 tỷ"
40.0,Quận Hoàng Mai,khac,5000000,ban,5 triệu/tháng
38.0,Quận Thanh Xuân,khac,8400000000,ban,"8,4 tỷ"
28.0,Quận Hoàng Mai,khac,5000000000,ban,5 tỷ
62.0,Huyện Sóc Sơn,khac,9500000000,ban,"9,5 tỷ"
38.0,Huyện Thanh Trì,khac,5800000000,ban,"5,8 tỷ"
30.0,Quận Hoàng Mai,nha_pho,9600000000,ban,"9,6 tỷ"
16.0,Quận Ba Đình,khac,3599000000,ban,"3,599 tỷ"
41.0,Quận Thanh Xuân,khac,7700000000,ban,"7,7 tỷ"
65.0,Quận Long Biên,khac,16000000,ban,16 triệu/tháng
50.0,Quận Hai Bà Trưng,khac,5700000000,ban,"5,7 tỷ"
35.0,Quận Nam Từ Liêm,khac,6200000000,ban,"6,2 tỷ"
39.0,Quận Hà Đông,khac,6950000000,ban,"6,95 tỷ"
35.0,Quận Ba Đình,khac,7600000000,ban,"7,6 tỷ"
100.0,Quận Long Biên,nha_pho,25500000000,ban,"25,5 tỷ"
70.0,Quận Hai Bà Trưng,nha_pho,14900000000,ban,"14,9 tỷ"
68.0,Quận Thanh Xuân,khac,7500000,ban,"7,5 triệu/tháng"
42.0,Quận Thanh Xuân,khac,7700000000,ban,"7,7 tỷ"
20.0,Quận Thanh Xuân,khac,7000000,ban,7 triệu/tháng
43.0,Quận Thanh Xuân,khac,7900000000,ban,"7,9 tỷ"
50.0,Huyện Thanh Trì,khac,6400000000,ban,"6,4 tỷ"
40.0,Quận Thanh Xuân,khac,8995000000,ban,"8,995 tỷ"
30.0,Quận Thanh Xuân,khac,6000000000,ban,6 tỷ
42.0,Quận Thanh Xuân,khac,9000000000,ban,9 tỷ
46.0,Quận Thanh Xuân,khac,7900000000,ban,"7,9 tỷ"
31.0,Quận Hoàng Mai,khac,6678910000,ban,"6,678 tỷ"
25.0,Quận Đống Đa,khac,8000000,ban,8 triệu/tháng
30.0,Quận Đống Đa,khac,10000000,ban,10 triệu/tháng
118.0,Quận Long Biên,khac,36800000000,ban,"36,8 tỷ"
90.0,Quận Long Biên,nha_pho,36500000000,ban,"36,5 tỷ"
60.0,Quận Long Biên,khac,18600000000,ban,"18,6 tỷ"
36.0,Quận Hà Đông,khac,4790000000,ban,"4,79 tỷ"
25.0,Quận Ba Đình,khac,8000000,ban,8 triệu/tháng
40.0,Quận Nam Từ Liêm,khac,11000000,ban,11 triệu/tháng
75.0,Quận Cầu Giấy,khac,48500000000,ban,"48,5 tỷ"
39.0,Huyện Thanh Trì,khac,6600000000,ban,"6,6 tỷ"
33.0,Quận Ba Đình,khac,11790000000,ban,"11,79 tỷ"
55.0,Quận Đống Đa,khac,14000000000,ban,14 tỷ
50.0,Quận Hai Bà Trưng,khac,7800000000,ban,"7,8 tỷ"
72.0,Quận Long Biên,khac,11800000000,ban,"11,8 tỷ"
32.7999,Quận Hai Bà Trưng,khac,7500000000,ban,"7,5 tỷ"
100.0,Quận Đống Đa,khac,24000000,ban,24 triệu/tháng
35.0,Quận Hai Bà Trưng,khac,6650000000,ban,"6,65 tỷ"
100.0,Quận Đống Đa,khac,24000000,ban,24 triệu/tháng
60.0,Quận Long Biên,khac,22000000000,ban,22 tỷ
64.0,Quận Thanh Xuân,khac,20500000000,ban,"20,5 tỷ"
62.0,Quận Hoàng Mai,khac,9800000000,ban,"9,8 tỷ"
46.0,Quận Long Biên,khac,11800000000,ban,"11,8 tỷ"
40.0,Quận Hoàng Mai,khac,8800000000,ban,"8,8 tỷ"
40.0,Quận Hoàng Mai,khac,6500000000,ban,"6,5 tỷ"
37.0,Quận Hà Đông,khac,5850000000,ban,"5,85 tỷ"
51.0,Quận Long Biên,khac,10000000000,ban,10 tỷ
40.0,Huyện Quốc Oai,khac,4680000000,ban,"4,68 tỷ"
53.0,Quận Hoàng Mai,khac,13500000000,ban,"13,5 tỷ"
40.0,Quận Hai Bà Trưng,khac,2150000000,ban,"2,15 tỷ"
20.0,Quận Đống Đa,khac,3900000000,ban,"3,9 tỷ"
27.0,Quận Đống Đa,khac,5350000000,ban,"5,35 tỷ"
45.0,Huyện Đông Anh,khac,3200000000,ban,"3,2 tỷ"
45.0,Quận Hai Bà Trưng,khac,4350000000,ban,"4,35 tỷ"
194.0,Quận Hoàng Mai,dat,26800000000,ban,"26,8 tỷ"
50.0,Quận Hoàng Mai,khac,19500000000,ban,"19,5 tỷ"
23.0,Quận Thanh Xuân,khac,7850000000,ban,"7,85 tỷ"
33.0,Quận Hai Bà Trưng,nha_pho,5550000000,ban,"5,55 tỷ"
35.0,Quận Long Biên,khac,8900000000,ban,"8,9 tỷ"
30.0,Quận Hoàng Mai,khac,6880000000,ban,"6,88 tỷ"
22.0,Quận Đống Đa,khac,4850000000,ban,"4,85 tỷ"
62.0,Quận Cầu Giấy,khac,32500000000,ban,"32,5 tỷ"
36.0,Quận Thanh Xuân,khac,7500000000,ban,"7,5 tỷ"
41.0,Quận Hà Đông,khac,4050000000,ban,"4,05 tỷ"
41.0,Quận Hà Đông,khac,3500000000,ban,"3,5 tỷ"
33.0,Quận Hà Đông,khac,3050000000,ban,"3,05 tỷ"
30.0,Quận Thanh Xuân,nha_pho,8600000000,ban,"8,6 tỷ"
64.0,Quận Hai Bà Trưng,khac,63000000000,ban,63 tỷ
50.0,Quận Long Biên,khac,14500000000,ban,"14,5 tỷ"
90.0,Quận Long Biên,khac,20000000,ban,20 triệu/tháng
50.0,Quận Đống Đa,nha_pho,19800000000,ban,"19,8 tỷ"
45.0,Huyện Thanh Trì,khac,6350000000,ban,"6,35 tỷ"
36.0,Quận Hà Đông,khac,6000000000,ban,6 tỷ
34.0,Quận Hà Đông,khac,6200000000,ban,"6,2 tỷ"
36.0,Quận Hà Đông,khac,6200000000,ban,"6,2 tỷ"
78.0,Quận Tây Hồ,nha_pho,28800000000,ban,"28,8 tỷ"
45.0,Huyện Hoài Đức,khac,7000000000,ban,7 tỷ
30.0,Quận Hà Đông,khac,5790000000,ban,"5,79 tỷ"
50.0,Quận Bắc Từ Liêm,khac,15900000000,ban,"15,9 tỷ"
45.0,Quận Hoàng Mai,khac,10600000000,ban,"10,6 tỷ"
50.0,Quận Hà Đông,khac,15500000000,ban,"15,5 tỷ"
16.0,Quận Hoàng Mai,nha_pho,1150000000,ban,"1,15 tỷ"
41.0,Quận Nam Từ Liêm,khac,7000000000,ban,7 tỷ
48.0,Quận Nam Từ Liêm,chung_cu,13000000000,ban,13 tỷ
78.0,Quận Nam Từ Liêm,khac,36450000000,ban,"36,45 tỷ"
53.0,Quận Tây Hồ,khac,15000000000,ban,15 tỷ
41.0,Quận Bắc Từ Liêm,khac,17000000000,ban,17 tỷ
16.0,Quận Đống Đa,khac,2600000000,ban,"2,6 tỷ"
70.0,Quận Nam Từ Liêm,khac,9000000000,ban,9 tỷ
45.0,Quận Nam Từ Liêm,khac,7700000000,ban,"7,7 tỷ"
47.0,Quận Hoàng Mai,khac,2950000000,ban,"2,95 tỷ"
55.0,Huyện Hoài Đức,khac,6000000000,ban,6 tỷ
30.0,Huyện Thanh Trì,khac,7400000000,ban,"7,4 tỷ"
35.0,Huyện Hoài Đức,khac,6000000000,ban,6 tỷ
42.0,Quận Thanh Xuân,khac,7500000000,ban,"7,5 tỷ"
36.0,Quận Thanh Xuân,khac,7310000000,ban,"7,31 tỷ"
40.0,Quận Thanh Xuân,khac,7910000000,ban,"7,91 tỷ"
52.0,Quận Long Biên,nha_pho,17600000000,ban,"17,6 tỷ"
30.6,Quận Long Biên,khac,6500000000,ban,"6,5 tỷ"
115.0,Quận Hai Bà Trưng,khac,109000000000,ban,109 tỷ
50.0,Quận Hoàng Mai,khac,8400000000,ban,"8,4 tỷ"
30.0,Quận Đống Đa,khac,8800000000,ban,"8,8 tỷ"
31.0,Quận Hai Bà Trưng,khac,9880000000,ban,"9,88 tỷ"
38.0,Quận Thanh Xuân,khac,6600000000,ban,"6,6 tỷ"
40.0,Huyện Thanh Trì,khac,750000000,ban,750 triệu
45.0,Quận Nam Từ Liêm,khac,9000000000,ban,9 tỷ
35.0,Quận Hai Bà Trưng,khac,8500000000,ban,"8,5 tỷ"
45.0,Huyện Hoài Đức,khac,6000000000,ban,6 tỷ
36.0,Huyện Hoài Đức,khac,5115510000,ban,"5,115 tỷ"
60.0,Huyện Hoài Đức,khac,6000000000,ban,6 tỷ
30.0,Quận Nam Từ Liêm,khac,12000000,ban,12 triệu/tháng
85.0,Quận Bắc Từ Liêm,chung_cu,26000000000,ban,26 tỷ
33.0,Quận Tây Hồ,khac,8800000000,ban,"8,8 tỷ"
41.0,Quận Bắc Từ Liêm,khac,10500000000,ban,"10,5 tỷ"
45.0,Quận Tây Hồ,khac,10300000000,ban,"10,3 tỷ"
66.0,Quận Bắc Từ Liêm,khac,22000000000,ban,22 tỷ
60.0,Quận Tây Hồ,khac,17900000000,ban,"17,9 tỷ"
48.0,Quận Hà Đông,khac,3000000,ban,3 triệu/tháng
50.0,Quận Thanh Xuân,khac,14500000000,ban,"14,5 tỷ"
73.0,Quận Cầu Giấy,khac,22000000000,ban,22 tỷ
26.0,Quận Hai Bà Trưng,khac,7100000000,ban,"7,1 tỷ"
44.0,Quận Hoàng Mai,nha_pho,13200000000,ban,"13,2 tỷ"
52.0,Quận Nam Từ Liêm,khac,12000000,ban,12 triệu/tháng
40.0,Huyện Thanh Trì,khac,9100000000,ban,"9,1 tỷ"
120.0,Huyện Gia Lâm,khac,12500000000,ban,"12,5 tỷ"
90.0,Quận Long Biên,khac,5700000000,ban,"5,7 tỷ"
56.0,Quận Long Biên,khac,9000000000,ban,9 tỷ
58.0,Quận Đống Đa,khac,4200000000,ban,"4,2 tỷ"
61.0,Quận Hoàng Mai,khac,24500000005,ban,"24,5 tỷ"
40.0,Quận Long Biên,khac,3500000000,ban,"3,5 tỷ"
70.0,Quận Hoàng Mai,khac,14860000000,ban,"14,86 tỷ"
45.0,Quận Hai Bà Trưng,khac,9900000000,ban,"9,9 tỷ"
50.0,Quận Long Biên,khac,11000000000,ban,11 tỷ
16.0,Quận Hoàng Mai,khac,1680000000,ban,"1,68 tỷ"
16.0,Quận Hai Bà Trưng,khac,3150000000,ban,"3,15 tỷ"
70.0,Quận Long Biên,khac,12000000000,ban,12 tỷ
50.0,Quận Hoàng Mai,khac,8800000000,ban,"8,8 tỷ"
35.0,Huyện Thanh Trì,khac,5750000000,ban,"5,75 tỷ"
40.0,Quận Thanh Xuân,khac,7000000000,ban,7 tỷ
60.0,Quận Đống Đa,khac,25000000,ban,25 triệu/tháng
48.0,Quận Hai Bà Trưng,khac,9200000000,ban,"9,2 tỷ"
30.0,Quận Ba Đình,khac,8250000000,ban,"8,25 tỷ"
205.0,Quận Cầu Giấy,biet_thu,119600000000,ban,"119,6 tỷ"
47.0,Quận Long Biên,khac,16000000000,ban,16 tỷ
30.0,Quận Ba Đình,khac,9500000,ban,"9,5 triệu/tháng"
75.0,Quận Cầu Giấy,khac,23000000000,ban,23 tỷ
61.0,Quận Hai Bà Trưng,khac,10900000000,ban,"10,9 tỷ"
39.0,Quận Hoàng Mai,khac,8900000000,ban,"8,9 tỷ"
35.0,Quận Long Biên,khac,6750000000,ban,"6,75 tỷ"
45.5,Quận Nam Từ Liêm,khac,7099000000,ban,"7,099 tỷ"
39.0,Quận Hoàng Mai,khac,9350000000,ban,"9,35 tỷ"
79.0,Quận Long Biên,khac,15000000,ban,15 triệu/tháng
35.0,Quận Nam Từ Liêm,nha_pho,6300000000,ban,"6,3 tỷ"
67.0,Quận Ba Đình,nha_pho,56000000000,ban,56 tỷ
40.0,Quận Hà Đông,khac,4100000000,ban,"4,1 tỷ"
30.0,Quận Hà Đông,khac,4650000000,ban,"4,65 tỷ"
31.0,Quận Cầu Giấy,khac,8200000000,ban,"8,2 tỷ"
78.0,Quận Hà Đông,khac,19250000000,ban,"19,25 tỷ"
47.0,Quận Hai Bà Trưng,khac,14600000000,ban,"14,6 tỷ"
41.0,Huyện Đông Anh,khac,3750000000,ban,"3,75 tỷ"
62.5,Quận Hà Đông,khac,17500000000,ban,"17,5 tỷ"
38.0,Quận Cầu Giấy,khac,9200000000,ban,"9,2 tỷ"
50.0,Quận Long Biên,khac,10000000000,ban,10 tỷ
36.0,Quận Long Biên,khac,7000000000,ban,7 tỷ
35.0,Quận Hai Bà Trưng,khac,6500000000,ban,"6,5 tỷ"
32.0,Quận Hà Đông,khac,3350000000,ban,"3,35 tỷ"
34.0,Quận Hoàng Mai,khac,7500000000,ban,"7,5 tỷ"
32.0,Quận Đống Đa,khac,11500000000,ban,"11,5 tỷ"
30.0,Quận Đống Đa,khac,12800000000,ban,"12,8 tỷ"
32.0,Huyện Chương Mỹ,khac,3300000000,ban,"3,3 tỷ"
30.0,Quận Hai Bà Trưng,khac,6000000000,ban,6 tỷ
38.0,Quận Hoàng Mai,khac,6000000000,ban,6 tỷ
30.0,Quận Thanh Xuân,khac,4900000000,ban,"4,9 tỷ"
66.4,Quận Hai Bà Trưng,khac,25000000000,ban,25 tỷ
30.0,Quận Đống Đa,khac,13200000000,ban,"13,2 tỷ"
30.0,Quận Hai Bà Trưng,khac,5800000000,ban,"5,8 tỷ"
30.0,Quận Hoàng Mai,khac,6500000000,ban,"6,5 tỷ"
23.0,Quận Đống Đa,khac,4850000000,ban,"4,85 tỷ"
30.0,Quận Nam Từ Liêm,khac,3500000,ban,"3,5 triệu/tháng"
30.0,Quận Hoàng Mai,khac,7000000000,ban,7 tỷ
32.0,Huyện Chương Mỹ,khac,3050000000,ban,"3,05 tỷ"
37.0,Quận Hoàng Mai,khac,6860000000,ban,"6,86 tỷ"
50.0,Huyện Thanh Trì,khac,1200000000,ban,"1,2 tỷ"
57.0,Quận Long Biên,nha_pho,20000000,ban,20 triệu/tháng
48.0,Quận Thanh Xuân,khac,8650000000,ban,"8,65 tỷ"
78.5,Quận Ba Đình,khac,19500000000,ban,"19,5 tỷ"
31.0,Quận Hoàng Mai,khac,10500000,ban,"10,5 triệu/tháng"
850.0,Quận Cầu Giấy,nha_pho,989990000000,ban,"989,99 tỷ"
42.0,Quận Đống Đa,khac,7900000000,ban,"7,9 tỷ"
28.0,Quận Hoàng Mai,khac,6860000000,ban,"6,86 tỷ"
40.0,Quận Hà Đông,khac,13000000000,ban,13 tỷ
32.0,Quận Hoàng Mai,khac,7950000000,ban,"7,95 tỷ"
46.0,Quận Đống Đa,khac,13888000000,ban,"13,888 tỷ"
46.0,Quận Đống Đa,khac,13888000000,ban,"13,888 tỷ"
23.0,Quận Hai Bà Trưng,khac,5950000000,ban,"5,95 tỷ"
25.0,Quận Hoàng Mai,khac,4950000000,ban,"4,95 tỷ"
35.0,Quận Hai Bà Trưng,khac,8200000000,ban,"8,2 tỷ"
52.4,Quận Cầu Giấy,khac,17500000000,ban,"17,5 tỷ"
55.0,Quận Nam Từ Liêm,khac,10000000,ban,10 triệu/tháng
30.0,Quận Hoàng Mai,khac,6800000000,ban,"6,8 tỷ"
35.0,Quận Thanh Xuân,khac,7400000000,ban,"7,4 tỷ"
35.0,Quận Hoàng Mai,khac,11000000,ban,11 triệu/tháng
65.0,Quận Hà Đông,khac,17200000000,ban,"17,2 tỷ"
80.0,Quận Long Biên,khac,26000000000,ban,26 tỷ
65.0,Quận Đống Đa,khac,23500000000,ban,"23,5 tỷ"
50.0,Quận Cầu Giấy,khac,15500000000,ban,"15,5 tỷ"
41.0,Quận Hoàng Mai,khac,7290000000,ban,"7,29 tỷ"
48.4,Quận Hà Đông,nha_pho,7600000000,ban,"7,6 tỷ"
45.0,Quận Đống Đa,khac,17500000000,ban,"17,5 tỷ"
33.0,Quận Bắc Từ Liêm,khac,8100000000,ban,"8,1 tỷ"
120.0,Quận Nam Từ Liêm,khac,16000000,ban,16 triệu/tháng
80.0,Huyện Thanh Trì,khac,13500000000,ban,"13,5 tỷ"
32.0,Quận Đống Đa,khac,10200000000,ban,"10,2 tỷ"
190.0,Quận Long Biên,khac,23000000,ban,23 triệu/tháng
36.0,Quận Bắc Từ Liêm,khac,10000000000,ban,10 tỷ
104.0,Quận Tây Hồ,khac,27000000000,ban,27 tỷ
45.0,Quận Hai Bà Trưng,nha_pho,9800000000,ban,"9,8 tỷ"
33.0,Quận Cầu Giấy,khac,11600000000,ban,"11,6 tỷ"
41.0,Quận Hoàng Mai,khac,10400000000,ban,"10,4 tỷ"
31.0,Quận Hoàng Mai,khac,6000000000,ban,6 tỷ
34.0,Quận Nam Từ Liêm,khac,8100000000,ban,"8,1 tỷ"
68.0,Quận Ba Đình,chung_cu,25000000000,ban,25 tỷ
39.0,Quận Hà Đông,khac,5980000000,ban,"5,98 tỷ"
30.0,Quận Hai Bà Trưng,khac,6500000000,ban,"6,5 tỷ"
35.0,Quận Hoàng Mai,khac,8500000000,ban,"8,5 tỷ"
40.0,Quận Thanh Xuân,khac,4550000000,ban,"4,55 tỷ"
30.0,Quận Hai Bà Trưng,khac,5900000000,ban,"5,9 tỷ"
32.0,Quận Bắc Từ Liêm,khac,5305300000,ban,"5,305 tỷ"
35.0,Huyện Thanh Trì,khac,6500000000,ban,"6,5 tỷ"
45.0,Quận Hoàng Mai,khac,5500000,ban,"5,5 triệu/tháng"
65.0,Quận Đống Đa,khac,17000000000,ban,17 tỷ
50.0,Quận Cầu Giấy,khac,9800000000,ban,"9,8 tỷ"
25.0,Quận Hoàng Mai,khac,4750000000,ban,"4,75 tỷ"
27.0,Quận Hoàng Mai,khac,7500000000,ban,"7,5 tỷ"
65.0,Quận Long Biên,khac,13000000000,ban,13 tỷ
37.0,Quận Hà Đông,khac,4000000,ban,4 triệu/tháng
44.0,Huyện Mê Linh,khac,2600000000,ban,"2,6 tỷ"
40.0,Huyện Mê Linh,khac,3200000000,ban,"3,2 tỷ"
35.0,Quận Hà Đông,khac,4444444444,ban,"4,444 tỷ"
40.0,Quận Hai Bà Trưng,nha_pho,6900000000,ban,"6,9 tỷ"
37.0,Quận Hai Bà Trưng,khac,6780000000,ban,"6,78 tỷ"
80.0,Huyện Thường Tín,khac,15000000000,ban,15 tỷ
70.0,Quận Cầu Giấy,khac,26500000000,ban,"26,5 tỷ"
40.0,Quận Đống Đa,khac,11000000000,ban,11 tỷ
60.0,Quận Cầu Giấy,khac,14500000000,ban,"14,5 tỷ"
69.0,Quận Thanh Xuân,khac,8600000000,ban,"8,6 tỷ"
50.0,Quận Cầu Giấy,khac,8300000000,ban,"8,3 tỷ"
40.0,Quận Long Biên,khac,12750000000,ban,"12,75 tỷ"
52.0,Quận Long Biên,khac,12850000000,ban,"12,85 tỷ"
51.9,Quận Long Biên,khac,14000000000,ban,14 tỷ
40.0,Huyện Thanh Trì,khac,6300000000,ban,"6,3 tỷ"
35.0,Quận Long Biên,khac,9280000000,ban,"9,28 tỷ"
32.4,Quận Hai Bà Trưng,khac,9000000000,ban,9 tỷ
36.0,Quận Ba Đình,khac,30260000000,ban,"30,26 tỷ"
42.0,Quận Tây Hồ,khac,11500000000,ban,"11,5 tỷ"
75.0,Quận Hà Đông,khac,3750000000,ban,"3,75 tỷ"
55.0,Quận Hai Bà Trưng,khac,11900000000,ban,"11,9 tỷ"
40.0,Quận Hai Bà Trưng,khac,7050000000,ban,"7,05 tỷ"
