area,district,property_type,price,listing_type,price_ty
48.0,Quận Đống Đa,nha_pho,15300000000,ban,15.3
195.0,Quận Bắc Từ Liêm,biet_thu,55000000000,ban,55.0
15.0,Quận Hai Bà Trưng,nha_pho,2300000000,ban,2.3
42.0,Quận Ba Đình,nha_pho,8600000000,ban,8.6
132.1999,Quận Thanh Xuân,nha_pho,59490000000,ban,59.49
21.0,Quận Đống Đa,nha_pho,4750000000,ban,4.75
39.0,Quận Thanh Xuân,nha_pho,8500000000,ban,8.5
25.0,Quận Ba Đình,nha_pho,6200000000,ban,6.2
30.0,Quận Hà Đông,nha_pho,3750000000,ban,3.75
40.0,Quận Ba Đình,nha_pho,15000000000,ban,15.0
102.0,Quận Cầu Giấy,nha_pho,53450000000,ban,53.45
35.0,Quận Hoàng Mai,nha_pho,5500000000,ban,5.5
20.0,Quận Hai Bà Trưng,nha_pho,2950000000,ban,2.95
38.0,Quận Đống Đa,nha_pho,8000000000,ban,8.0
32.0,Quận Bắc Từ Liêm,nha_pho,5500000000,ban,5.5
31.0,Quận Hoàng Mai,nha_pho,6500000000,ban,6.5
24.0,Quận Hai Bà Trưng,nha_pho,2980000000,ban,2.98
45.0,Quận Hai Bà Trưng,nha_pho,9300000000,ban,9.3
33.0,Quận Đống Đa,nha_pho,10505000000,ban,10.505
44.0,Quận Hai Bà Trưng,nha_pho,9200000000,ban,9.2
50.0,Quận Hai Bà Trưng,nha_pho,7800000000,ban,7.8
28.0,Quận Hai Bà Trưng,nha_pho,5900000000,ban,5.9
42.0,Quận Thanh Xuân,nha_pho,2650000000,ban,2.65
42.0,Quận Hoàng Mai,nha_pho,2000000000,ban,2.0
25.0,Quận Đống Đa,nha_pho,4700000000,ban,4.7
60.0,Huyện Thanh Trì,nha_pho,1250000000,ban,1.25
40.0,Quận Đống Đa,nha_pho,8500000000,ban,8.5
42.0,Quận Nam Từ Liêm,nha_pho,13500000000,ban,13.5
26.0,Quận Đống Đa,nha_pho,6500000000,ban,6.5
36.0,Quận Đống Đa,nha_pho,7050000000,ban,7.05
40.0,Quận Đống Đa,nha_pho,8000000000,ban,8.0
32.0,Quận Đống Đa,nha_pho,9100000000,ban,9.1
21.0,Quận Đống Đa,nha_pho,4990000000,ban,4.99
35.0,Quận Hoàng Mai,nha_pho,6850000000,ban,6.85
27.0,Quận Hai Bà Trưng,nha_pho,5850000000,ban,5.85
38.0,Quận Cầu Giấy,nha_pho,9500000000,ban,9.5
50.0,Quận Cầu Giấy,nha_pho,12800000000,ban,12.8
48.0,Quận Cầu Giấy,nha_pho,13000000000,ban,13.0
60.0,Quận Đống Đa,nha_pho,25700000000,ban,25.7
15.0,Quận Hai Bà Trưng,nha_pho,4300000000,ban,4.3
40.0,Quận Tây Hồ,nha_pho,5100000000,ban,5.1
69.0,Quận Cầu Giấy,nha_pho,18200000000,ban,18.2
50.0,Quận Hoàn Kiếm,nha_pho,80000000000,ban,80.0
56.0,Quận Long Biên,nha_pho,10200000000,ban,10.2
35.0,Quận Hà Đông,nha_pho,3650000000,ban,3.65
40.0,Quận Hà Đông,nha_pho,3300000000,ban,3.3
44.0,Quận Hoàng Mai,nha_pho,12950000000,ban,12.95
45.0,Quận Hoàng Mai,nha_pho,16000000000,ban,16.0
32.7999,Quận Long Biên,nha_pho,9800000000,ban,9.8
114.0,Quận Đống Đa,nha_pho,115000000000,ban,115.0
27.0,Quận Long Biên,nha_pho,6000000000,ban,6.0
62.0,Quận Hoàng Mai,nha_pho,2500000000,ban,2.5
35.0,Huyện Hoài Đức,nha_pho,4800000000,ban,4.8
32.0,Quận Nam Từ Liêm,nha_pho,8550000000,ban,8.55
30.0,Quận Đống Đa,nha_pho,8000000000,ban,8.0
23.0,Quận Đống Đa,nha_pho,5990000000,ban,5.99
30.0,Quận Bắc Từ Liêm,nha_pho,7000000000,ban,7.0
32.0,Quận Thanh Xuân,nha_pho,8750000000,ban,8.75
18.0,Quận Đống Đa,nha_pho,4320000000,ban,4.32
40.0,Quận Hoàng Mai,nha_pho,8900000000,ban,8.9
35.0,Quận Hai Bà Trưng,nha_pho,6800000000,ban,6.8
50.0,Quận Đống Đa,nha_pho,12800000000,ban,12.8
33.0,Quận Hoàng Mai,nha_pho,6500000000,ban,6.5
40.0,Huyện Thanh Trì,nha_pho,1000000000,ban,1.0
45.9,Quận Long Biên,nha_pho,3300000000,ban,3.3
78.0,Quận Cầu Giấy,chung_cu,19500000000,ban,19.5
55.0,Quận Thanh Xuân,nha_pho,15000000000,ban,15.0
45.0,Quận Đống Đa,nha_pho,9900000000,ban,9.9
25.0,Quận Hai Bà Trưng,nha_pho,5650000000,ban,5.65
43.0,Quận Bắc Từ Liêm,nha_pho,7200000000,ban,7.2
40.0,Huyện Thanh Trì,nha_pho,6000000000,ban,6.0
30.0,Quận Hoàng Mai,nha_pho,6500000000,ban,6.5
32.0,Quận Hoàng Mai,nha_pho,10500000000,ban,10.5
30.0,Quận Hoàng Mai,nha_pho,7600000000,ban,7.6
32.0,Quận Thanh Xuân,nha_pho,8970000000,ban,8.97
28.3999,Quận Cầu Giấy,nha_pho,10500000000,ban,10.5
18.25,Quận Hai Bà Trưng,nha_pho,1650000000,ban,1.65
36.0,Quận Thanh Xuân,nha_pho,7000000000,ban,7.0
54.0,Quận Đống Đa,nha_pho,12300000000,ban,12.3
33.0,Quận Hà Đông,nha_pho,7150000000,ban,7.15
40.0,Quận Bắc Từ Liêm,nha_pho,7790790000,ban,7.79079
45.0,Quận Hà Đông,nha_pho,6500000000,ban,6.5
45.5999,Quận Tây Hồ,nha_pho,8300000000,ban,8.3
311.0,Quận Thanh Xuân,nha_pho,53000000000,ban,53.0
65.0,Quận Tây Hồ,nha_pho,2250000000,ban,2.25
52.0,Quận Hoàn Kiếm,nha_pho,3700000000,ban,3.7
58.0,Quận Long Biên,nha_pho,19500000000,ban,19.5
41.0,Quận Đống Đa,nha_pho,7750000000,ban,7.75
55.0,Quận Hoàng Mai,nha_pho,10600000000,ban,10.6
70.0,Quận Hai Bà Trưng,nha_pho,6800000000,ban,6.8
175.0,Quận Long Biên,nha_pho,52500000000,ban,52.5
62.0,Quận Cầu Giấy,nha_pho,26800000000,ban,26.8
57.0,Quận Long Biên,nha_pho,16900000000,ban,16.9
35.0,Quận Tây Hồ,nha_pho,7500000000,ban,7.5
93.0,Quận Ba Đình,nha_pho,36000000000,ban,36.0
380.0,Quận Hoàn Kiếm,nha_pho,330000000000,ban,330.0
30.0,Quận Bắc Từ Liêm,nha_pho,7200000000,ban,7.2
110.0,Huyện Thanh Trì,nha_pho,1000000000,ban,1.0
70.0,Quận Thanh Xuân,nha_pho,45000000000,ban,45.0
78.0,Quận Hà Đông,nha_pho,9200000000,ban,9.2
30.0,Quận Bắc Từ Liêm,nha_pho,7850000000,ban,7.85
44.0,Quận Long Biên,nha_pho,13900000000,ban,13.9
30.0,Quận Đống Đa,nha_pho,8900000000,ban,8.9
20.0,Quận Đống Đa,nha_pho,4390000000,ban,4.39
45.0,Quận Hai Bà Trưng,nha_pho,9700000000,ban,9.7
38.0,Quận Thanh Xuân,nha_pho,7100000000,ban,7.1
40.0,Quận Hà Đông,nha_pho,5960000000,ban,5.96
40.0,Quận Nam Từ Liêm,nha_pho,5850000000,ban,5.85
49.0,Quận Đống Đa,nha_pho,10800000000,ban,10.8
19.0,Quận Ba Đình,nha_pho,6220000000,ban,6.22
88.0,Quận Thanh Xuân,nha_pho,23000000000,ban,23.0
40.0,Huyện Hoài Đức,nha_pho,7500000000,ban,7.5
52.0,Quận Hai Bà Trưng,nha_pho,9900000000,ban,9.9
35.0,Quận Long Biên,nha_pho,6200000000,ban,6.2
30.0,Quận Hai Bà Trưng,nha_pho,5800000000,ban,5.8
35.0,Quận Nam Từ Liêm,nha_pho,6500000000,ban,6.5
38.0,Quận Nam Từ Liêm,nha_pho,5950000000,ban,5.95
30.0,Quận Hoàng Mai,nha_pho,8880000000,ban,8.88
55.0,Quận Hoàn Kiếm,nha_pho,4500000000,ban,4.5
40.0,Quận Hai Bà Trưng,nha_pho,6900000000,ban,6.9
50.5,Huyện Thanh Oai,nha_pho,5900000000,ban,5.9
210.0,Quận Hoàng Mai,biet_thu,66000000000,ban,66.0
34.0,Quận Hà Đông,nha_pho,6600000000,ban,6.6
30.0,Quận Hoàng Mai,nha_pho,1250000000,ban,1.25
47.0,Quận Long Biên,nha_pho,9000000000,ban,9.0
30.0,Quận Đống Đa,nha_pho,13800000000,ban,13.8
28.0,Huyện Đông Anh,nha_pho,500000000,ban,0.5
32.0,Quận Đống Đa,nha_pho,8900000000,ban,8.9
30.0,Quận Thanh Xuân,nha_pho,8000000000,ban,8.0
70.0,Quận Cầu Giấy,chung_cu,22900000000,ban,22.9
25.0,Quận Đống Đa,nha_pho,5700000000,ban,5.7
60.0,Quận Tây Hồ,nha_pho,14000000000,ban,14.0
28.0,Quận Đống Đa,nha_pho,4780000000,ban,4.78
64.0,Quận Đống Đa,nha_pho,10600000000,ban,10.6
38.0,Quận Thanh Xuân,nha_pho,8900000000,ban,8.9
33.0,Quận Hoàng Mai,nha_pho,7550000000,ban,7.55
43.0,Quận Hà Đông,nha_pho,7500000000,ban,7.5
38.0,Quận Thanh Xuân,nha_pho,6680000000,ban,6.68
48.0,Quận Hai Bà Trưng,nha_pho,13900000000,ban,13.9
35.0,Quận Thanh Xuân,nha_pho,7800000000,ban,7.8
84.0,Quận Long Biên,nha_pho,13600000000,ban,13.6
60.0,Quận Cầu Giấy,nha_pho,15000000000,ban,15.0
38.0,Huyện Thanh Trì,nha_pho,4500000000,ban,4.5
40.0,Quận Thanh Xuân,nha_pho,9350000000,ban,9.35
65.0,Quận Hoàng Mai,nha_pho,18500000000,ban,18.5
46.0,Quận Ba Đình,nha_pho,26500000000,ban,26.5
30.0,Quận Đống Đa,nha_pho,9150000000,ban,9.15
57.0,Quận Ba Đình,nha_pho,21400000000,ban,21.4
48.0,Quận Hà Đông,nha_pho,5500000000,ban,5.5
36.0,Huyện Thanh Trì,nha_pho,5000000000,ban,5.0
28.0,Quận Đống Đa,nha_pho,6350000000,ban,6.35
33.0,Quận Hai Bà Trưng,nha_pho,8500000000,ban,8.5
25.0,Quận Hai Bà Trưng,nha_pho,6300000000,ban,6.3
40.0,Quận Hoàng Mai,nha_pho,3400000000,ban,3.4
33.0,Quận Hai Bà Trưng,nha_pho,6200000000,ban,6.2
92.0,Quận Long Biên,nha_pho,13000000000,ban,13.0
35.5998,Huyện Hoài Đức,dat,6000000000,ban,6.0
60.0,Quận Đống Đa,nha_pho,14800000000,ban,14.8
80.0,Quận Tây Hồ,nha_pho,26600000000,ban,26.6
55.0,Quận Ba Đình,nha_pho,23900000000,ban,23.9
34.0,Quận Hoàng Mai,nha_pho,9580000000,ban,9.58
35.0,Quận Hai Bà Trưng,nha_pho,7900000000,ban,7.9
60.0,Quận Bắc Từ Liêm,nha_pho,25700000000,ban,25.7
50.0,Huyện Thanh Trì,nha_pho,5100000000,ban,5.1
20.0,Quận Đống Đa,nha_pho,4700000000,ban,4.7
438.0,Quận Long Biên,biet_thu,262800000000,ban,262.8
35.0,Quận Hà Đông,nha_pho,4450000000,ban,4.45
34.0,Quận Hai Bà Trưng,nha_pho,9900000000,ban,9.9
30.0,Quận Hoàng Mai,nha_pho,18000000000,ban,18.0
40.0,Quận Cầu Giấy,nha_pho,8900000000,ban,8.9
225.0,Quận Nam Từ Liêm,biet_thu,89500000000,ban,89.5
60.0,Quận Hoàng Mai,nha_pho,23000000000,ban,23.0
100.0,Quận Thanh Xuân,biet_thu,55500000000,ban,55.5
150.0,Quận Nam Từ Liêm,nha_pho,38897000000,ban,38.897
49.0,Quận Hà Đông,nha_pho,18865000000,ban,18.865
61.0,Quận Tây Hồ,nha_pho,23500000000,ban,23.5
40.0,Quận Hà Đông,nha_pho,12000000000,ban,12.0
24.0,Quận Ba Đình,nha_pho,6900000000,ban,6.9
35.0,Quận Long Biên,nha_pho,8000000000,ban,8.0
30.0,Quận Thanh Xuân,nha_pho,7800000000,ban,7.8
52.0,Quận Hai Bà Trưng,nha_pho,11200000000,ban,11.2
33.0,Quận Long Biên,nha_pho,6000000000,ban,6.0
36.0,Quận Hà Đông,nha_pho,6200000000,ban,6.2
50.0,Quận Hai Bà Trưng,nha_pho,10800000000,ban,10.8
65.0,Quận Bắc Từ Liêm,nha_pho,19000000000,ban,19.0
30.0,Huyện Thanh Oai,nha_pho,2700000000,ban,2.7
84.0,Quận Nam Từ Liêm,nha_pho,32950000000,ban,32.95
45.0,Quận Hai Bà Trưng,nha_pho,10200000000,ban,10.2
38.0,Quận Hoàng Mai,nha_pho,6800000000,ban,6.8
45.0,Quận Hai Bà Trưng,nha_pho,12500000000,ban,12.5
83.0,Huyện Hoài Đức,nha_pho,13200000000,ban,13.2
30.0,Quận Hà Đông,nha_pho,6650000000,ban,6.65
31.0,Quận Long Biên,nha_pho,7650000000,ban,7.65
44.0,Huyện Đông Anh,nha_pho,3500000000,ban,3.5
24.0,Quận Hoàng Mai,nha_pho,6800000000,ban,6.8
72.0,Quận Thanh Xuân,nha_pho,29500000000,ban,29.5
38.0,Quận Hai Bà Trưng,nha_pho,7000000000,ban,7.0
51.0,Quận Tây Hồ,nha_pho,11800000000,ban,11.8
50.0,Quận Đống Đa,nha_pho,36500000000,ban,36.5
72.0,Quận Bắc Từ Liêm,chung_cu,3650000000,ban,3.65
33.0,Quận Hoàng Mai,nha_pho,4550000000,ban,4.55
17.0,Quận Đống Đa,nha_pho,3000000000,ban,3.0
72.0,Quận Tây Hồ,nha_pho,12300000000,ban,12.3
45.0,Quận Hai Bà Trưng,nha_pho,10000000000,ban,10.0
130.0,Quận Thanh Xuân,nha_pho,114500000000,ban,114.5
55.0,Quận Hai Bà Trưng,nha_pho,11300000000,ban,11.3
22.0,Quận Đống Đa,nha_pho,5950000000,ban,5.95
25.0,Quận Tây Hồ,nha_pho,7900000000,ban,7.9
28.0,Quận Hoàng Mai,nha_pho,6450000000,ban,6.45
35.0,Quận Hoàng Mai,nha_pho,9000000000,ban,9.0
35.0,Quận Hoàng Mai,nha_pho,8990000000,ban,8.99
40.0,Quận Thanh Xuân,nha_pho,6800000000,ban,6.8
45.0,Quận Ba Đình,nha_pho,9800000000,ban,9.8
30.0,Quận Hoàn Kiếm,nha_pho,15000000000,ban,15.0
40.0999,Quận Đống Đa,nha_pho,40000000000,ban,40.0
84.0,Quận Thanh Xuân,nha_pho,47000000000,ban,47.0
17.0,Quận Hai Bà Trưng,nha_pho,4500000000,ban,4.5
42.0,Quận Đống Đa,nha_pho,7950000000,ban,7.95
28.0,Quận Đống Đa,nha_pho,4890000000,ban,4.89
16.0,Quận Tây Hồ,chung_cu,2650000000,ban,2.65
38.0,Quận Hoàng Mai,nha_pho,8600000000,ban,8.6
43.0,Quận Ba Đình,nha_pho,16450000000,ban,16.45
24.0,Quận Hoàng Mai,nha_pho,2100000000,ban,2.1
120.0,Quận Hai Bà Trưng,nha_pho,59790000000,ban,59.79
43.0,Quận Thanh Xuân,nha_pho,7800000000,ban,7.8
26.0,Quận Đống Đa,nha_pho,6890000000,ban,6.89
42.0,Quận Thanh Xuân,nha_pho,7900000000,ban,7.9
83.0,Quận Long Biên,nha_pho,17000000000,ban,17.0
15.0,Quận Đống Đa,nha_pho,3450000000,ban,3.45
45.0,Quận Đống Đa,nha_pho,8000000000,ban,8.0
50.0,Quận Hai Bà Trưng,nha_pho,9300000000,ban,9.3
43.0,Quận Hoàng Mai,nha_pho,7300000000,ban,7.3
55.0,Quận Long Biên,nha_pho,8600000000,ban,8.6
40.0,Quận Hoàng Mai,nha_pho,2450000000,ban,2.45
47.0,Quận Hai Bà Trưng,nha_pho,14600000000,ban,14.6
52.0,Quận Bắc Từ Liêm,nha_pho,11250000000,ban,11.25
39.0,Quận Hoàng Mai,nha_pho,6800000000,ban,6.8
50.0,Quận Hai Bà Trưng,chung_cu,12900000000,ban,12.9
99.0,Quận Đống Đa,nha_pho,36000000000,ban,36.0
22.0,Quận Đống Đa,nha_pho,4000000000,ban,4.0
48.0,Quận Hà Đông,nha_pho,7350000000,ban,7.35
70.0,Quận Thanh Xuân,nha_pho,29000000000,ban,29.0
58.0,Quận Hai Bà Trưng,nha_pho,14900000000,ban,14.9
50.0,Quận Thanh Xuân,nha_pho,10900000000,ban,10.9
30.0,Quận Thanh Xuân,nha_pho,6600000000,ban,6.6
61.0,Quận Tây Hồ,nha_pho,16800000000,ban,16.8
21.0,Quận Hai Bà Trưng,nha_pho,5800000000,ban,5.8
45.0,Quận Hai Bà Trưng,nha_pho,7500000000,ban,7.5
32.0,Huyện Hoài Đức,nha_pho,5800000000,ban,5.8
50.0,Quận Hai Bà Trưng,nha_pho,43000000000,ban,43.0
45.0,Quận Thanh Xuân,nha_pho,7000000000,ban,7.0
18.0,Quận Đống Đa,nha_pho,3800000000,ban,3.8
52.0,Quận Ba Đình,nha_pho,5555555555,ban,5.555555555
25.0,Quận Tây Hồ,nha_pho,11000000000,ban,11.0
15.0,Quận Hai Bà Trưng,nha_pho,3400000000,ban,3.4
72.0,Quận Tây Hồ,nha_pho,4500000000,ban,4.5
80.0,Quận Hai Bà Trưng,nha_pho,27000000000,ban,27.0
60.0,Huyện Đan Phượng,nha_pho,4970000000,ban,4.97
202.0,Quận Hoàn Kiếm,nha_pho,260000000000,ban,260.0
90.0,Quận Hoàng Mai,nha_pho,8500000000,ban,8.5
36.0,Quận Hai Bà Trưng,nha_pho,6400000000,ban,6.4
35.0,Quận Hoàng Mai,nha_pho,6900000000,ban,6.9
45.0,Quận Hà Đông,nha_pho,15500000000,ban,15.5
38.0,Quận Thanh Xuân,nha_pho,8400000000,ban,8.4
28.0,Quận Hoàng Mai,nha_pho,5000000000,ban,5.0
62.0,Huyện Sóc Sơn,nha_pho,9500000000,ban,9.5
38.0,Huyện Thanh Trì,nha_pho,5800000000,ban,5.8
30.0,Quận Hoàng Mai,nha_pho,9600000000,ban,9.6
16.0,Quận Ba Đình,nha_pho,3599000000,ban,3.599
41.0,Quận Thanh Xuân,nha_pho,7700000000,ban,7.7
50.0,Quận Hai Bà Trưng,nha_pho,5700000000,ban,5.7
35.0,Quận Nam Từ Liêm,nha_pho,6200000000,ban,6.2
39.0,Quận Hà Đông,nha_pho,6950000000,ban,6.95
35.0,Quận Ba Đình,nha_pho,7600000000,ban,7.6
100.0,Quận Long Biên,nha_pho,25500000000,ban,25.5
70.0,Quận Hai Bà Trưng,nha_pho,14900000000,ban,14.9
42.0,Quận Thanh Xuân,nha_pho,7700000000,ban,7.7
43.0,Quận Thanh Xuân,nha_pho,7900000000,ban,7.9
50.0,Huyện Thanh Trì,nha_pho,6400000000,ban,6.4
40.0,Quận Thanh Xuân,nha_pho,8995000000,ban,8.995
30.0,Quận Thanh Xuân,nha_pho,6000000000,ban,6.0
42.0,Quận Thanh Xuân,nha_pho,9000000000,ban,9.0
46.0,Quận Thanh Xuân,nha_pho,7900000000,ban,7.9
31.0,Quận Hoàng Mai,nha_pho,6678910000,ban,6.67891
118.0,Quận Long Biên,nha_pho,36800000000,ban,36.8
90.0,Quận Long Biên,nha_pho,36500000000,ban,36.5
60.0,Quận Long Biên,nha_pho,18600000000,ban,18.6
36.0,Quận Hà Đông,nha_pho,4790000000,ban,4.79
75.0,Quận Cầu Giấy,nha_pho,48500000000,ban,48.5
39.0,Huyện Thanh Trì,nha_pho,6600000000,ban,6.6
33.0,Quận Ba Đình,nha_pho,11790000000,ban,11.79
55.0,Quận Đống Đa,nha_pho,14000000000,ban,14.0
50.0,Quận Hai Bà Trưng,nha_pho,7800000000,ban,7.8
72.0,Quận Long Biên,nha_pho,11800000000,ban,11.8
32.7999,Quận Hai Bà Trưng,nha_pho,7500000000,ban,7.5
35.0,Quận Hai Bà Trưng,nha_pho,6650000000,ban,6.65
60.0,Quận Long Biên,nha_pho,22000000000,ban,22.0
64.0,Quận Thanh Xuân,nha_pho,20500000000,ban,20.5
62.0,Quận Hoàng Mai,nha_pho,9800000000,ban,9.8
46.0,Quận Long Biên,nha_pho,11800000000,ban,11.8
40.0,Quận Hoàng Mai,nha_pho,8800000000,ban,8.8
40.0,Quận Hoàng Mai,nha_pho,6500000000,ban,6.5
37.0,Quận Hà Đông,nha_pho,5850000000,ban,5.85
51.0,Quận Long Biên,nha_pho,10000000000,ban,10.0
40.0,Huyện Quốc Oai,nha_pho,4680000000,ban,4.68
53.0,Quận Hoàng Mai,nha_pho,13500000000,ban,13.5
40.0,Quận Hai Bà Trưng,nha_pho,2150000000,ban,2.15
20.0,Quận Đống Đa,nha_pho,3900000000,ban,3.9
27.0,Quận Đống Đa,nha_pho,5350000000,ban,5.35
45.0,Huyện Đông Anh,nha_pho,3200000000,ban,3.2
45.0,Quận Hai Bà Trưng,nha_pho,4350000000,ban,4.35
194.0,Quận Hoàng Mai,dat,26800000000,ban,26.8
50.0,Quận Hoàng Mai,nha_pho,19500000000,ban,19.5
23.0,Quận Thanh Xuân,nha_pho,7850000000,ban,7.85
33.0,Quận Hai Bà Trưng,nha_pho,5550000000,ban,5.55
35.0,Quận Long Biên,nha_pho,8900000000,ban,8.9
30.0,Quận Hoàng Mai,nha_pho,6880000000,ban,6.88
22.0,Quận Đống Đa,nha_pho,4850000000,ban,4.85
62.0,Quận Cầu Giấy,nha_pho,32500000000,ban,32.5
36.0,Quận Thanh Xuân,nha_pho,7500000000,ban,7.5
41.0,Quận Hà Đông,nha_pho,4050000000,ban,4.05
41.0,Quận Hà Đông,nha_pho,3500000000,ban,3.5
33.0,Quận Hà Đông,nha_pho,3050000000,ban,3.05
30.0,Quận Thanh Xuân,nha_pho,8600000000,ban,8.6
64.0,Quận Hai Bà Trưng,nha_pho,63000000000,ban,63.0
50.0,Quận Long Biên,nha_pho,14500000000,ban,14.5
50.0,Quận Đống Đa,nha_pho,19800000000,ban,19.8
45.0,Huyện Thanh Trì,nha_pho,6350000000,ban,6.35
36.0,Quận Hà Đông,nha_pho,6000000000,ban,6.0
34.0,Quận Hà Đông,nha_pho,6200000000,ban,6.2
36.0,Quận Hà Đông,nha_pho,6200000000,ban,6.2
78.0,Quận Tây Hồ,nha_pho,28800000000,ban,28.8
45.0,Huyện Hoài Đức,nha_pho,7000000000,ban,7.0
30.0,Quận Hà Đông,nha_pho,5790000000,ban,5.79
50.0,Quận Bắc Từ Liêm,nha_pho,15900000000,ban,15.9
45.0,Quận Hoàng Mai,nha_pho,10600000000,ban,10.6
50.0,Quận Hà Đông,nha_pho,15500000000,ban,15.5
16.0,Quận Hoàng Mai,nha_pho,1150000000,ban,1.15
41.0,Quận Nam Từ Liêm,nha_pho,7000000000,ban,7.0
48.0,Quận Nam Từ Liêm,chung_cu,13000000000,ban,13.0
78.0,Quận Nam Từ Liêm,nha_pho,36450000000,ban,36.45
53.0,Quận Tây Hồ,nha_pho,15000000000,ban,15.0
41.0,Quận Bắc Từ Liêm,nha_pho,17000000000,ban,17.0
16.0,Quận Đống Đa,nha_pho,2600000000,ban,2.6
70.0,Quận Nam Từ Liêm,nha_pho,9000000000,ban,9.0
45.0,Quận Nam Từ Liêm,nha_pho,7700000000,ban,7.7
47.0,Quận Hoàng Mai,nha_pho,2950000000,ban,2.95
55.0,Huyện Hoài Đức,nha_pho,6000000000,ban,6.0
30.0,Huyện Thanh Trì,nha_pho,7400000000,ban,7.4
35.0,Huyện Hoài Đức,nha_pho,6000000000,ban,6.0
42.0,Quận Thanh Xuân,nha_pho,7500000000,ban,7.5
36.0,Quận Thanh Xuân,nha_pho,7310000000,ban,7.31
40.0,Quận Thanh Xuân,nha_pho,7910000000,ban,7.91
52.0,Quận Long Biên,nha_pho,17600000000,ban,17.6
30.6,Quận Long Biên,nha_pho,6500000000,ban,6.5
115.0,Quận Hai Bà Trưng,nha_pho,109000000000,ban,109.0
50.0,Quận Hoàng Mai,nha_pho,8400000000,ban,8.4
30.0,Quận Đống Đa,nha_pho,8800000000,ban,8.8
31.0,Quận Hai Bà Trưng,nha_pho,9880000000,ban,9.88
38.0,Quận Thanh Xuân,nha_pho,6600000000,ban,6.6
40.0,Huyện Thanh Trì,nha_pho,750000000,ban,0.75
45.0,Quận Nam Từ Liêm,nha_pho,9000000000,ban,9.0
35.0,Quận Hai Bà Trưng,nha_pho,8500000000,ban,8.5
45.0,Huyện Hoài Đức,nha_pho,6000000000,ban,6.0
36.0,Huyện Hoài Đức,nha_pho,5115510000,ban,5.11551
60.0,Huyện Hoài Đức,nha_pho,6000000000,ban,6.0
85.0,Quận Bắc Từ Liêm,chung_cu,26000000000,ban,26.0
33.0,Quận Tây Hồ,nha_pho,8800000000,ban,8.8
41.0,Quận Bắc Từ Liêm,nha_pho,10500000000,ban,10.5
45.0,Quận Tây Hồ,nha_pho,10300000000,ban,10.3
66.0,Quận Bắc Từ Liêm,nha_pho,22000000000,ban,22.0
60.0,Quận Tây Hồ,nha_pho,17900000000,ban,17.9
50.0,Quận Thanh Xuân,nha_pho,14500000000,ban,14.5
73.0,Quận Cầu Giấy,nha_pho,22000000000,ban,22.0
26.0,Quận Hai Bà Trưng,nha_pho,7100000000,ban,7.1
44.0,Quận Hoàng Mai,nha_pho,13200000000,ban,13.2
40.0,Huyện Thanh Trì,nha_pho,9100000000,ban,9.1
120.0,Huyện Gia Lâm,nha_pho,12500000000,ban,12.5
90.0,Quận Long Biên,nha_pho,5700000000,ban,5.7
56.0,Quận Long Biên,nha_pho,9000000000,ban,9.0
58.0,Quận Đống Đa,nha_pho,4200000000,ban,4.2
61.0,Quận Hoàng Mai,nha_pho,24500000005,ban,24.500000005
40.0,Quận Long Biên,nha_pho,3500000000,ban,3.5
70.0,Quận Hoàng Mai,nha_pho,14860000000,ban,14.86
45.0,Quận Hai Bà Trưng,nha_pho,9900000000,ban,9.9
50.0,Quận Long Biên,nha_pho,11000000000,ban,11.0
16.0,Quận Hoàng Mai,nha_pho,1680000000,ban,1.68
16.0,Quận Hai Bà Trưng,nha_pho,3150000000,ban,3.15
70.0,Quận Long Biên,nha_pho,12000000000,ban,12.0
50.0,Quận Hoàng Mai,nha_pho,8800000000,ban,8.8
